,message,Category,label
17220,Where to show 2 activities for my a/c?,Banking_View_Activity,27
17221,can you please bear a solicitation for card,Banking_Card_Request,2
17222,look through and tell me whether my account is turned off,Banking_Get_Acc_Status,11
17223,assist to prepare me my debit card revoked,Banking_Cancel_Card,1
17224,What are the options to transferring funds to some other bank account?,Banking_Transfer_Money,26
17225,activation atm card atm password,Banking_Activate_Card,0
17226,please help me to get my contact no surrogated,Banking_Change_Contact,4
17227,turn over your version,Bot_Desc,32
17228,can you please change email address,Banking_Change_Credential_Info,5
17229,can you help me to wire my funds to other bank account,Banking_Transfer_Money,26
17230,please assist to find me master card status,Banking_Get_Card_Status,19
17231,can you please get pass code,Banking_Get_Secure_Info,22
17232,assist to transit registered mail,Banking_Change_Credential_Info,5
17233,please get me account number bal,Banking_Get_Account_Balance,12
17234,please help me to get my till_year surrogated,Banking_Change_Credential_Info,5
17235,assist to overcome me my mob number,Banking_Get_Contact,20
17236,assist to provide me my fees inquiry of visa card,Banking_Fee_Inquiry,10
17237,can you get me my card inquiry status,Banking_Get_Card_Request_Status,18
17238,help me to Change my atm card passcode,Banking_Replace_Card,24
17239,assist to check card activation,Banking_Activate_Card,0
17240,help me to adjust pass_word,Banking_Change_Password,7
17241,help me to prepare my visa card bal,Banking_Get_Account_Balance,12
17242,get me mob number corrected,Banking_Change_Contact,4
17243,Where to provide 1 my accounts transactions for a/c?,Banking_View_Activity,27
17244,please assist to bring about a recourse for card,Banking_Card_Request,2
17245,help me to come with accounts 10 activity summary,Banking_View_Activity,27
17246,please assist me to initiate master card,Banking_Activate_Card,0
17247,I wasn't looking for that,deny,40
17248,Please tell me 7 my accounts activity history summary,Banking_View_Activity,27
17249,can you help me to come with me acc details,Banking_Get_Account_Details,13
17250,please can you help me to achieve inquiry for card,Banking_Card_Request,2
17251,please help me to get user name changed,Banking_Change_Username,8
17252,help me to get whether my account is enabled,Banking_Get_Acc_Status,11
17253,please surrogate email address,Banking_Change_Credential_Info,5
17254,please get me contact no modulated,Banking_Change_Contact,4
17255,help me to catch me my bal of credit card,Banking_Get_Account_Balance,12
17256,please can you help me to provide debit card charges inquiry,Banking_Fee_Inquiry,10
17257,please overcome my contact num,Banking_Get_Contact,20
17258,can you show my fees inquiry of card,Banking_Fee_Inquiry,10
17259,catch card all details,Banking_Get_Card_Details,16
17260,How much is the charge for a theft atm card?,Banking_Report_Missing_Card,25
17261,get pass_code corrected,Banking_Change_Passcode,6
17262,adjust my user name,Banking_Change_Username,8
17263,please help me to transit permenant address,Banking_Change_Credential_Info,5
17264,can you please get me my till_year turned,Banking_Change_Credential_Info,5
17265,please help me to display me card status,Banking_Get_Card_Status,19
17266,please assist to provide my card initiating,Banking_Activate_Card,0
17267,get me help to get fees inquiry for my debit card,Banking_Fee_Inquiry,10
17268,please obtain balance of atm card,Banking_Get_Account_Balance,12
17269,I want someone to help me prepare 3 recent activity and summary for every activity of my account,Banking_View_Activity,27
17270,please can you help me to get me my atm card status,Banking_Get_Card_Status,19
17271,can you please wire my liquid to other bank account,Banking_Transfer_Money,26
17272,come with me master card fees,Banking_Fee_Inquiry,10
17273,help me to find whether or not my account is cancelled,Banking_Get_Acc_Status,11
17274,provide status of my credit card,Banking_Get_Card_Status,19
17275,check me my cost of credit card,Banking_Fee_Inquiry,10
17276,What are the options to wire some amount to some other bank account?,Banking_Transfer_Money,26
17277,assist me to surrogate my till month,Banking_Change_Credential_Info,5
17278,can you help me to find whether my account is foreclosed,Banking_Get_Acc_Status,11
17279,can you turn to registered mail,Banking_Change_Credential_Info,5
17280,can you help me to get me address modified?,Banking_Change_Address,3
17281,hand over tale,Bot_Desc,32
17282,assist to develop a application for card,Banking_Card_Request,2
17283,I have loss atm card,Banking_Report_Missing_Card,25
17284,can you please help me to get my yahoo mail id modulated,Banking_Change_Credential_Info,5
17285,help me to come with username,Banking_Get_Username,23
17286,help me to catch whether or not account is activated,Banking_Get_Acc_Status,11
17287,help me to foreclosing card pin number,Banking_Cancel_Card,1
17288,assist to get card replace,Banking_Replace_Card,24
17289,please get balance adjusted,Banking_Change_Credential_Info,5
17290,help me to initiate a requisition for card,Banking_Card_Request,2
17291,please search my balance of acc no,Banking_Get_Account_Balance,12
17292,please help me to achieve a solicitation for card,Banking_Card_Request,2
17293,cause a credit card recourse,Banking_Card_Request,2
17294,Where to prepare 1 activity summary for my a/c?,Banking_View_Activity,27
17295,help me to search me charges inquiry of card,Banking_Fee_Inquiry,10
17296,I want someone to help me display 3 my accounts transactions and summary for every activity of my account,Banking_View_Activity,27
17297,help me to modulation me my till year,Banking_Change_Credential_Info,5
17298,can you get acc details,Banking_Get_Account_Details,13
17299,can you help me to change my passcode,Banking_Change_Passcode,6
17300,please get me my email id turned,Banking_Change_Credential_Info,5
17301,assist to change my passwrd,Banking_Change_Password,7
17302,please assist me to Change my debit card pass num,Banking_Replace_Card,24
17303,cost my master card,Banking_Fee_Inquiry,10
17304,can you help me to send funds to other bank account,Banking_Transfer_Money,26
17305,can you please initiate a demand for card,Banking_Card_Request,2
17306,get my username transited,Banking_Change_Username,8
17307,find credit card active,Banking_Activate_Card,0
17308,please assist to prepare me account details,Banking_Get_Account_Details,13
17309,fees inquiry for my card,Banking_Fee_Inquiry,10
17310,turn to user name,Banking_Change_Username,8
17311,can you induce a requisition for card,Banking_Card_Request,2
17312,can you help me to correct email id,Banking_Change_Credential_Info,5
17313,provide me my a/c details,Banking_Get_Account_Details,13
17314,I have loss my credit card and I want to deactivate it,Banking_Report_Missing_Card,25
17315,Where to obtain 4 recent activity for my accounts?,Banking_View_Activity,27
17316,can you catch cvv,Banking_Get_Secure_Info,22
17317,can you see through my account and tell me whether account is setoff,Banking_Get_Acc_Status,11
17318,Where to catch 3 accounts activity history for my accounts?,Banking_View_Activity,27
17319,assist to modulation username,Banking_Change_Username,8
17320,turn over information of you,Bot_Desc,32
17321,How can i be get my a card call status showed?,Banking_Get_Card_Request_Status,18
17322,please surrogate yahoo mail id,Banking_Change_Credential_Info,5
17323,I wanna show recent activity,Banking_View_Activity,27
17324,assist to display me acc num,Banking_Get_Account_Number,14
17325,assist to overcome with whether account is cancelled,Banking_Get_Acc_Status,11
17326,check status of bank card,Banking_Get_Card_Status,19
17327,help me to develop requisition for card,Banking_Card_Request,2
17328,please check credit card initiated,Banking_Activate_Card,0
17329,convey me information of you,Bot_Desc,32
17330,achieve a credit card solicitation,Banking_Card_Request,2
17331,can you help me to search whether account is open,Banking_Get_Acc_Status,11
17332,please assist me to catch me master card re-enabled,Banking_Activate_Card,0
17333,help me to catch me till month,Banking_Get_Secure_Info,22
17334,please help me to come with atm card recover,Banking_Replace_Card,24
17335,please help me to modulation my pass-word,Banking_Change_Password,7
17336,Where to find recent activity for my a/c?,Banking_View_Activity,27
17337,help me to adjust me username,Banking_Change_Username,8
17338,please assist me to overcome my fees inquiry of credit card,Banking_Fee_Inquiry,10
17339,can you please obtain me balance of Account number,Banking_Get_Account_Balance,12
17340,Places where my a/c activity summary can be found,Banking_View_Activity,27
17341,Where to see 12 my accounts transactions for my accounts?,Banking_View_Activity,27
17342,please assist me to get cost inquiry for master card,Banking_Fee_Inquiry,10
17343,overcome me my a/c details,Banking_Get_Account_Details,13
17344,please help me to catch me my postal addr,Banking_Get_Address,15
17345,assist to get me email,Banking_Get_Email,21
17346,please generate a request for card,Banking_Card_Request,2
17347,How can i be displayed cost of visa card?,Banking_Fee_Inquiry,10
17348,can you catch me my passcode,Banking_Get_Secure_Info,22
17349,How much is the charge for a missing card?,Banking_Report_Missing_Card,25
17350,begining my debit card,Banking_Activate_Card,0
17351,what are the ways for Replace my atm card,Banking_Replace_Card,24
17352,hand over fingerprint of you,Bot_Desc,32
17353,please generate demand for card,Banking_Card_Request,2
17354,display my password,Banking_Get_Secure_Info,22
17355,please assist me to no longer want my bank card atm Passcode,Banking_Cancel_Card,1
17356,please assist me to give my card inquiry status,Banking_Get_Card_Request_Status,18
17357,can you get username corrected,Banking_Change_Username,8
17358,can i revoke my credit card active keys,Banking_Cancel_Card,1
17359,please can you help me to prepare my account details,Banking_Get_Account_Details,13
17360,please assist me to transfer my funds to other bank account,Banking_Transfer_Money,26
17361,what are the procedures for Change my credit card pass num,Banking_Replace_Card,24
17362,please can you help me to find me balance,Banking_Get_Account_Balance,12
17363,can you help me to obtain whether account is on,Banking_Get_Acc_Status,11
17364,please help me to refinement me till_month,Banking_Change_Credential_Info,5
17365,please assist to give me my master card status,Banking_Get_Card_Status,19
17366,help me to provide me my visa card charges,Banking_Fee_Inquiry,10
17367,please assist to obtain my atm card reinstate,Banking_Replace_Card,24
17368,Where to search 1 activities for my accounts?,Banking_View_Activity,27
17369,please assist me to correct my username,Banking_Change_Username,8
17370,cancel debit card,Banking_Cancel_Card,1
17371,setoff visa card pin number,Banking_Cancel_Card,1
17372,please help me to 0 visa card pass num,Banking_Cancel_Card,1
17373,assist to find my google mail id,Banking_Get_Email,21
17374,can you help me to give my Account details,Banking_Get_Account_Details,13
17375,can you please catch master card balance,Banking_Get_Account_Balance,12
17376,please assist to show my acc number,Banking_Get_Account_Number,14
17377,what are the procedure for Change my credit card atm password,Banking_Replace_Card,24
17378,can you help me to provide whether account is setoff,Banking_Get_Acc_Status,11
17379,assist to get acc no bal,Banking_Get_Account_Balance,12
17380,can you help me to find my bal of credit card,Banking_Get_Account_Balance,12
17381,please help me to overcome me my balance,Banking_Get_Account_Balance,12
17382,assist to get cost debit card,Banking_Fee_Inquiry,10
17383,Where to check recent activity for a/c?,Banking_View_Activity,27
17384,please assist to wire my liquid,Banking_Transfer_Money,26
17385,obtain me visa card balance,Banking_Get_Account_Balance,12
17386,please assist me to adjust passwod,Banking_Change_Password,7
17387,assist to get me my cost inquiry of bank card,Banking_Fee_Inquiry,10
17388,assist me to prepare me my master card re-enabling,Banking_Activate_Card,0
17389,can you help me to find whether my account is 1,Banking_Get_Acc_Status,11
17390,please get me my pass-code,Banking_Get_Secure_Info,22
17391,can you please help me to get my card num refined,Banking_Change_Credential_Info,5
17392,please assist to give my atm card status,Banking_Get_Card_Status,19
17393,assist to obtain whether or not account is setup,Banking_Get_Acc_Status,11
17394,get expiry year transited,Banking_Change_Credential_Info,5
17395,transit passcode,Banking_Change_Passcode,6
17396,please assist me to catch my card appeal status,Banking_Get_Card_Request_Status,18
17397,please help me to off visa card pass number,Banking_Cancel_Card,1
17398,can you obtain my master card status,Banking_Get_Card_Status,19
17399,can you overcome till month,Banking_Get_Secure_Info,22
17400,can you please prepare me a card application status,Banking_Get_Card_Request_Status,18
17401,Quit annoying me,General_Negative_Feedback,36
17402,please show my username,Banking_Get_Username,23
17403,check card turned off,Banking_Cancel_Card,1
17404,what are the steps for foreclosing bank card activation keys,Banking_Cancel_Card,1
17405,assist to catch me my visa card balance,Banking_Get_Account_Balance,12
17406,Where to show 4 my a/c activity summary for a/c?,Banking_View_Activity,27
17407,please get me passwrd transited,Banking_Change_Password,7
17408,What if I missing card?,Banking_Report_Missing_Card,25
17409,please can you help me to overcome my bank card status,Banking_Get_Card_Status,19
17410,please check me my acc details,Banking_Get_Account_Details,13
17411,please can you help me to find me atm cardno,Banking_Get_Card_Number,17
17412,get me help to re-enabling my credit card atm password,Banking_Activate_Card,0
17413,please get me card num corrected,Banking_Change_Credential_Info,5
17414,please help me to achieve a invitation for card,Banking_Card_Request,2
17415,please prepare expiry month,Banking_Get_Secure_Info,22
17416,please engender a application for card,Banking_Card_Request,2
17417,prepare my a/c details,Banking_Get_Account_Details,13
17418,please help me to check fees of bank card,Banking_Fee_Inquiry,10
17419,How do I get a card reissued?,Banking_Replace_Card,24
17420,can you please modulation contact num,Banking_Change_Contact,4
17421,please assist me to transfer money to other bank account,Banking_Transfer_Money,26
17422,can you please display me visa card balance,Banking_Get_Account_Balance,12
17423,assist me to show me till year,Banking_Get_Secure_Info,22
17424,please assist me to closing my card active keys,Banking_Cancel_Card,1
17425,can i get fees inquiry about bank card,Banking_Fee_Inquiry,10
17426,assist to transfer money,Banking_Transfer_Money,26
17427,can i initiating my atm card passcode,Banking_Activate_Card,0
17428,help me to opening my card pin num,Banking_Activate_Card,0
17429,please can you help me to show my acc num,Banking_Get_Account_Number,14
17430,help me to display whether account is on,Banking_Get_Acc_Status,11
17431,help me to prepare my pass-code,Banking_Get_Secure_Info,22
17432,please bear demand for card,Banking_Card_Request,2
17433,What if I left my debit card?,Banking_Report_Missing_Card,25
17434,14 search a/c transactions,Banking_View_Activity,27
17435,please assist to provide me master card 1,Banking_Activate_Card,0
17436,Where to show 3 accounts activities for my accounts?,Banking_View_Activity,27
17437,can you please get me my registered mail id surrogated,Banking_Change_Credential_Info,5
17438,have you achieved any card application yet?,Banking_Card_Request,2
17439,please display me my cvv,Banking_Get_Secure_Info,22
17440,please prepare my a/c details,Banking_Get_Account_Details,13
17441,assist me to show me my mobile num,Banking_Get_Contact,20
17442,Where to come with 9 my accounts activities for my accounts?,Banking_View_Activity,27
17443,assist me to obtain me my charges of master card,Banking_Fee_Inquiry,10
17444,prepare credit card summary,Banking_Get_Card_Details,16
17445,What steps should be taken in the event of a theft my card?,Banking_Report_Missing_Card,25
17446,please assist to display my my balance,Banking_Get_Account_Balance,12
17447,please turn to my email,Banking_Change_Credential_Info,5
17448,please help me to close my master card atm Passcode,Banking_Cancel_Card,1
17449,can you please modify present address,Banking_Change_Address,3
17450,please help me to get me account no,Banking_Get_Account_Number,14
17451,please can you help me to overcome a/c details,Banking_Get_Account_Details,13
17452,can you please overcome me pass-code,Banking_Get_Secure_Info,22
17453,please assist me to find me bal of acc number,Banking_Get_Account_Balance,12
17454,please help me to get my username turned,Banking_Change_Username,8
17455,please get me email address adjusted,Banking_Change_Credential_Info,5
17456,please assist me to provide acc no,Banking_Get_Account_Number,14
17457,what are the procedure for turn on my card pass num,Banking_Activate_Card,0
17458,please assist to turn to my till_month,Banking_Change_Credential_Info,5
17459,please assist me to provide me my balance,Banking_Get_Account_Balance,12
17460,deliver me summary,Bot_Desc,32
17461,please assist to show my credit card cost inquiry,Banking_Fee_Inquiry,10
17462,assist me to get cost inquiry for visa card,Banking_Fee_Inquiry,10
17463,please help me to search credit card disabled,Banking_Cancel_Card,1
17464,Help me with this other question,Bot_Control_Change_Subject,28
17465,Where to view 1 recent activity for a/c?,Banking_View_Activity,27
17466,please can you help me to change me my pass-code,Banking_Change_Passcode,6
17467,How to initiate a credit card?,Banking_Activate_Card,0
17468,please can you help me to send money to other bank account,Banking_Transfer_Money,26
17469,can you help me to engender a recourse for card,Banking_Card_Request,2
17470,assist me to display whether account is closed,Banking_Get_Acc_Status,11
17471,please help me to re-enable my atm card pass number,Banking_Activate_Card,0
17472,help me to refinement pass code,Banking_Change_Passcode,6
17473,What if I missing my credit card?,Banking_Report_Missing_Card,25
17474,can you provide my account details,Banking_Get_Account_Details,13
17475,please assist me to search me my card application status,Banking_Get_Card_Request_Status,18
17476,obtain my a/c 2 activity history,Banking_View_Activity,27
17477,assist me to show me 12 transactions,Banking_View_Activity,27
17478,please assist me to give me my credit card no,Banking_Get_Card_Number,17
17479,Where to see any recent activity for my a/c?,Banking_View_Activity,27
17480,can you please get card type refined,Banking_Change_Credential_Info,5
17481,assist to get whether account is activated,Banking_Get_Acc_Status,11
17482,please can you help me to overcome me debit card off,Banking_Cancel_Card,1
17483,can you prepare me my expiry month,Banking_Get_Secure_Info,22
17484,assist to make invitation for card,Banking_Card_Request,2
17485,please assist me to get fees inquiry for my visa card,Banking_Fee_Inquiry,10
17486,Where to search 12 a/c activity summary for my accounts?,Banking_View_Activity,27
17487,assist me to no longer need my credit card,Banking_Cancel_Card,1
17488,please can you help me to overcome card appeal status,Banking_Get_Card_Request_Status,18
17489,Where to show 7 my accounts activity history for my a/c?,Banking_View_Activity,27
17490,i said i want to get my card activated,Banking_Activate_Card,0
17491,do it help me,affirm,39
17492,assist to get fees inquiry for card,Banking_Fee_Inquiry,10
17493,get me help to get charges inquiry about my bank card,Banking_Fee_Inquiry,10
17494,can you help me to show my pass code,Banking_Get_Secure_Info,22
17495,When was the 1 levy order of ?,Banking_View_Activity,27
17496,assist to check my balance of account no,Banking_Get_Account_Balance,12
17497,assist me to Change debit card,Banking_Replace_Card,24
17498,help me to display my acc details,Banking_Get_Account_Details,13
17499,assist to find whether or not account is 1,Banking_Get_Acc_Status,11
17500,assist to find my balance of atm card,Banking_Get_Account_Balance,12
17501,Where to show any activities for my a/c?,Banking_View_Activity,27
17502,cancelled atm card,Banking_Cancel_Card,1
17503,hell ya assist,affirm,39
17504,assist to catch my debit card initiated,Banking_Activate_Card,0
17505,help me to turn to my username,Banking_Change_Username,8
17506,help me to turning on visa card active keys,Banking_Activate_Card,0
17507,help me to modulation pass-code,Banking_Change_Passcode,6
17508,assist me to originate a invitation for card,Banking_Card_Request,2
17509,please help me to turn to till month,Banking_Change_Credential_Info,5
17510,can you get me card cvv turned,Banking_Change_Credential_Info,5
17511,please can you help me to get a card solicitation status,Banking_Get_Card_Request_Status,18
17512,can you please display card desire status,Banking_Get_Card_Request_Status,18
17513,please assist me to find me bal of a/c,Banking_Get_Account_Balance,12
17514,change my addr,Banking_Change_Address,3
17515,I want someone to help me view 14 transactions and summary for every activity of my account,Banking_View_Activity,27
17516,please assist me to catch me my atm card setup,Banking_Activate_Card,0
17517,can you please provide my atm card revoked,Banking_Cancel_Card,1
17518,no longer want master card,Banking_Cancel_Card,1
17519,help me to turning on my bank card passcode,Banking_Activate_Card,0
17520,please can you help me to catch me my email id,Banking_Get_Email,21
17521,What if I no idea where placed credit card?,Banking_Report_Missing_Card,25
17522,can you please bring about call for card,Banking_Card_Request,2
17523,can you please generate desire for card,Banking_Card_Request,2
17524,What is the daily limit to move funds to inside bank?,Banking_Transfer_Money,26
17525,please can you help me to obtain me card offer status,Banking_Get_Card_Request_Status,18
17526,help me to get cost inquiry about my bank card,Banking_Fee_Inquiry,10
17527,assist to catch me account no,Banking_Get_Account_Number,14
17528,what are the procedures for Change my visa card active keys,Banking_Replace_Card,24
17529,assist to come with me cost inquiry of card,Banking_Fee_Inquiry,10
17530,help me to prepare whether or not my account is on,Banking_Get_Acc_Status,11
17531,can you get me my cvv changed,Banking_Change_Credential_Info,5
17532,please assist me to display my adress,Banking_Get_Address,15
17533,please assist to correct card type,Banking_Change_Credential_Info,5
17534,assist to get whether account is disabled,Banking_Get_Acc_Status,11
17535,assist to display me my atm card status,Banking_Get_Card_Status,19
17536,please help me to adjust me my till_month,Banking_Change_Credential_Info,5
17537,assist to provide whether my account is off,Banking_Get_Acc_Status,11
17538,assist me to give balance,Banking_Get_Account_Balance,12
17539,get me my user name refined,Banking_Change_Username,8
17540,please assist to catch me my card change,Banking_Replace_Card,24
17541,assist to cancelled my visa card activation keys,Banking_Cancel_Card,1
17542,assist me to get whether or not account is foreclosed,Banking_Get_Acc_Status,11
17543,please assist to catch me my present address,Banking_Get_Address,15
17544,please help me to modulation me email id,Banking_Change_Credential_Info,5
17545,can you give me my till month,Banking_Get_Secure_Info,22
17546,What if I theft master card?,Banking_Report_Missing_Card,25
17547,help me to get permenant address modulated,Banking_Change_Credential_Info,5
17548,can you get me my mob number refined,Banking_Change_Contact,4
17549,can you please give me my balance of acc number,Banking_Get_Account_Balance,12
17550,help me to get my registered mail changed,Banking_Change_Credential_Info,5
17551,can you help me to provide me balance,Banking_Get_Account_Balance,12
17552,help me to display whether or not my account is 0,Banking_Get_Acc_Status,11
17553,can you help me to provide me 12 activity history,Banking_View_Activity,27
17554,Where to catch 14 a/c activities for my a/c?,Banking_View_Activity,27
17555,please help me to get cost inquiry about master card,Banking_Fee_Inquiry,10
17556,assist me to find me a card call status,Banking_Get_Card_Request_Status,18
17557,please help me to get atm card redeem,Banking_Replace_Card,24
17558,please get me my yahoo mail id changed,Banking_Change_Credential_Info,5
17559,please can you help me to bring about a appeal for card,Banking_Card_Request,2
17560,please get email address adjusted,Banking_Change_Credential_Info,5
17561,assist me to adjust my google mail id,Banking_Change_Credential_Info,5
17562,please assist me to catch my charges inquiry of debit card,Banking_Fee_Inquiry,10
17563,You read my mind,affirm,39
17564,What steps can I take when I loss credit card?,Banking_Report_Missing_Card,25
17565,7 check transactions,Banking_View_Activity,27
17566,please assist me to come with my registered mail,Banking_Get_Email,21
17567,assist me to get whether account is begun,Banking_Get_Acc_Status,11
17568,please help me to surrogate email id,Banking_Change_Credential_Info,5
17569,please help me to overcome me balance,Banking_Get_Account_Balance,12
17570,can you get addr modified?,Banking_Change_Address,3
17571,please assist me to give my fees inquiry of visa card,Banking_Fee_Inquiry,10
17572,transfer liquid,Banking_Transfer_Money,26
17573,assist to search me credit card balance,Banking_Get_Account_Balance,12
17574,can i close my visa card pin number,Banking_Cancel_Card,1
17575,assist me to disabled visa card atm Passcode,Banking_Cancel_Card,1
17576,I want someone to help me show 3 a/c activity history and summary for every activity of my account,Banking_View_Activity,27
17577,Where to find 3 a/c activity history for accounts?,Banking_View_Activity,27
17578,assist me to transfer my liquid,Banking_Transfer_Money,26
17579,please get me my pass_word modified,Banking_Change_Password,7
17580,can you please get my username corrected,Banking_Change_Username,8
17581,please help me to show me a card inquiry status,Banking_Get_Card_Request_Status,18
17582,assist me to catch my card status,Banking_Get_Card_Status,19
17583,Where to view 10 a/c activities for my a/c?,Banking_View_Activity,27
17584,hand over your representation,Bot_Desc,32
17585,get me mobile num corrected,Banking_Change_Contact,4
17586,can you help me to provide whether or not account is open,Banking_Get_Acc_Status,11
17587,assist me to get me account details,Banking_Get_Account_Details,13
17588,can you please get me my bank card turned on,Banking_Activate_Card,0
17589,I want someone to help me view recent activity and summary for every activity of my account,Banking_View_Activity,27
17590,How much overseas transferring funds charge?,Banking_Transfer_Money,26
17591,can you please prepare my card restore,Banking_Replace_Card,24
17592,please can you help me to catch my bank card activation,Banking_Activate_Card,0
17593,can you help me to prepare postal address,Banking_Get_Address,15
17594,why not please help and get me some time,affirm,39
17595,please help me to obtain my acc details,Banking_Get_Account_Details,13
17596,can you please cause a request for card,Banking_Card_Request,2
17597,Can I get statement for accounts activity history in last 7 details?,Banking_View_Activity,27
17598,what are the procedure to get fees inquiry for bank card,Banking_Fee_Inquiry,10
17599,help me to get contact no modified,Banking_Change_Contact,4
17600,What is the way to report a took by someone card?,Banking_Report_Missing_Card,25
17601,What if I took by someone atm card?,Banking_Report_Missing_Card,25
17602,please get me my yahoo mail id corrected,Banking_Change_Credential_Info,5
17603,I want someone to help me view 9 my a/c activity summary and summary for every activity of my account,Banking_View_Activity,27
17604,what are the procedure for Replace credit card pin num,Banking_Replace_Card,24
17605,can i 1 debit card pin number,Banking_Activate_Card,0
17606,assist to give my present address,Banking_Get_Address,15
17607,generate recourse for card,Banking_Card_Request,2
17608,can you help me to show my bal of credit card,Banking_Get_Account_Balance,12
17609,assist me to show whether my account is setup,Banking_Get_Acc_Status,11
17610,What if I lost bank card?,Banking_Report_Missing_Card,25
17611,can you help me to turn to me pass-code,Banking_Change_Passcode,6
17612,assist me to initiate a solicitation for card,Banking_Card_Request,2
17613,can you obtain me my postal addr,Banking_Get_Address,15
17614,please assist to modify expiry year,Banking_Change_Credential_Info,5
17615,please catch me atm card bal,Banking_Get_Account_Balance,12
17616,assist to show me my credit card number,Banking_Get_Card_Number,17
17617,assist to come with me bal of master card,Banking_Get_Account_Balance,12
17618,come with my 3 recent activity,Banking_View_Activity,27
17619,please can you help me to cause a requisition for card,Banking_Card_Request,2
17620,please help me to close my bank card pass num,Banking_Cancel_Card,1
17621,Are you still around?,Bot_Control_Confirm_Presence,29
17622,prepare me Account details,Banking_Get_Account_Details,13
17623,can you help me to obtain my credit card_no,Banking_Get_Card_Number,17
17624,can you give till month,Banking_Get_Secure_Info,22
17625,please search card requisition status,Banking_Get_Card_Request_Status,18
17626,can you get permenant address surrogated,Banking_Change_Credential_Info,5
17627,assist to find whether or not account is activate,Banking_Get_Acc_Status,11
17628,please change address,Banking_Change_Address,3
17629,please help me to catch bank card no,Banking_Get_Card_Number,17
17630,can you please show expiry month,Banking_Get_Secure_Info,22
17631,assist to get my master card no,Banking_Get_Card_Number,17
17632,help me to check my a card inquiry status,Banking_Get_Card_Request_Status,18
17633,can you change my addr,Banking_Change_Address,3
17634,assist to engender a application for card,Banking_Card_Request,2
17635,can you come with my postal addr,Banking_Get_Address,15
17636,Where to check 2 activity history for a/c?,Banking_View_Activity,27
17637,please can you help me to search me my visa card alter,Banking_Replace_Card,24
17638,can you please search me a/c details,Banking_Get_Account_Details,13
17639,assist me to come with whether account is 0,Banking_Get_Acc_Status,11
17640,I want to reactive my cancelled card,Banking_Activate_Card,0
17641,can you get me my addr changed?,Banking_Change_Address,3
17642,can you help me to get atm card status,Banking_Get_Card_Status,19
17643,please assist me to whip up appeal for card,Banking_Card_Request,2
17644,please assist to overcome me balance,Banking_Get_Account_Balance,12
17645,help me to refinement me username,Banking_Change_Username,8
17646,please assist me to prepare card application status,Banking_Get_Card_Request_Status,18
17647,help me to overcome contact number,Banking_Get_Contact,20
17648,any catch recent activity,Banking_View_Activity,27
17649,can you get my card reinstate,Banking_Replace_Card,24
17650,3 show recent activity,Banking_View_Activity,27
17651,help me to obtain me password,Banking_Get_Secure_Info,22
17652,can you give my postal address,Banking_Get_Address,15
17653,assist me to prepare me my bank cardno,Banking_Get_Card_Number,17
17654,please help me to begin my bank card activation keys,Banking_Activate_Card,0
17655,what are the procedures for foreclosing atm card passcode,Banking_Cancel_Card,1
17656,Which is the inside funds transferring maximum limit?,Banking_Transfer_Money,26
17657,can you help me to get my google mail id refined,Banking_Change_Credential_Info,5
17658,assist to show whether my account is off,Banking_Get_Acc_Status,11
17659,can you raise a demand for card,Banking_Card_Request,2
17660,can you obtain my card solicitation status,Banking_Get_Card_Request_Status,18
17661,please assist me to catch me my atm card initiated,Banking_Activate_Card,0
17662,please assist me to provide my atm card closing,Banking_Cancel_Card,1
17663,please can you help me to provide me adress,Banking_Get_Address,15
17664,assist me to correct my password,Banking_Change_Password,7
17665,assist to get my postal address,Banking_Get_Address,15
17666,can you help me to provide my balance of acc number,Banking_Get_Account_Balance,12
17667,can i turning off debit card active keys,Banking_Cancel_Card,1
17668,get me my present address updated?,Banking_Change_Address,3
17669,please assist me to obtain me bank card charges,Banking_Fee_Inquiry,10
17670,can you look through my account and tell me whether its is begun,Banking_Get_Acc_Status,11
17671,send my funds to other bank account,Banking_Transfer_Money,26
17672,can you show me charges of credit card,Banking_Fee_Inquiry,10
17673,I want someone to help me get 7 activity history and summary for every activity of my account,Banking_View_Activity,27
17674,can you help me to modify me till_month,Banking_Change_Credential_Info,5
17675,can you modify present address,Banking_Change_Address,3
17676,can you help me to get gender adjusted,Banking_Change_Credential_Info,5
17677,please assist me to search me bal of master card,Banking_Get_Account_Balance,12
17678,achieve a requisition for card,Banking_Card_Request,2
17679,i said please help me with get my card deactivated,Banking_Cancel_Card,1
17680,assist me to disable my card,Banking_Cancel_Card,1
17681,obtain my passcode,Banking_Get_Secure_Info,22
17682,please provide me my visa card repay,Banking_Replace_Card,24
17683,please provide a/c details,Banking_Get_Account_Details,13
17684,get me help to Change my bank card passcode,Banking_Replace_Card,24
17685,assist to check account details,Banking_Get_Account_Details,13
17686,Where to get any my a/c activity history for a/c?,Banking_View_Activity,27
17687,can you get me my user name refined,Banking_Change_Username,8
17688,hand out me your narrative,Bot_Desc,32
17689,please help me to get fees inquiry about my debit card,Banking_Fee_Inquiry,10
17690,can you get passcode transited,Banking_Change_Passcode,6
17691,hell yeah please help me,affirm,39
17692,please help me to surrogate me email id,Banking_Change_Credential_Info,5
17693,can you get me my contact no adjusted,Banking_Change_Contact,4
17694,can you help me to surrogate acc no,Banking_Change_Credential_Info,5
17695,come with card summary,Banking_Get_Card_Details,16
